"Entidade Executora";"UF";"ANO";"Valor Transferido";"Valor aquisições da agricultura familiar";"Percentual.x";"Código IBGE";"Valor transferido";"Valor aquisições agricultura familiar";"Percentual.y"
"PREF MUN DE IRANDUBA";"AM";2011;708780;133219,5;0,187956065351731;1301852;1385364;338491,7;0,244334124461152
"PREF MUN DE IRANI";"SC";2011;87780;29616,32;0,337392572339941;4207809;198456,8;90570,86;0,456375694861552
"PREF MUN DE IRAPUA";"SP";2011;100320;6629,71;0,0660856259968102;3521507;111580;6164,42;0,0552466391826492
"PREF MUN DE IRAPURU";"SP";2011;81900;0;0;3521606;88300;16798,01;0,190237938844847
"PREF MUN DE IRAQUARA";"BA";2011;358440;59266,89;0,165346752594576;2914406;487572;96860,46;0,198658782702862
"PREF MUN DE IRARA";"BA";2011;584880;137343,4;0,23482321159896;2914505;732108;49239,9;0,0672576996836532
"PREF MUN DE IRATI";"PR";2011;344700;57729,06;0,167476240208877;4110706;470756;73816,22;0,156803567028354
"PREF MUN DE IRATI";"SC";2011;NA;0;NA;4207858;1862;0;0
"PREF MUN DE IRAUCUBA";"CE";2011;469140;145043;0,309167839024598;2306108;559800;100494,5;0,179518578063594
"PREF MUN DE IRECE";"BA";2011;574680;132780,74;0,231051611331524;2914604;873248;355777,09;0,407418156125179
"PREF MUN DE IRETAMA";"PR";2011;98040;0;0;4110805;134980;57694,45;0,427429619202845
"PREF MUN DE IRINEOPOLIS";"SC";2011;93180;28840,3;0,309511697789225;4207908;143720;49681,69;0,345683899248539
"PREF MUN DE IRITUIA";"PA";2011;632880;0;0;1503507;695240;142716,5;0,205276595132616
"PREF MUN DE IRUPI";"ES";2011;115860;51318,4;0,44293457621267;3202652;149260;84931,27;0,569015610344366
"PREF MUN DE ISAIAS COELHO";"PI";2011;145020;14769;0,101841125362019;2204907;186792;15467;0,0828033320484817
"PREF MUN DE ISRAELANDIA";"GO";2011;18780;5647,78;0,300733759318424;5210307;15440;6653,5;0,430926165803109
"PREF MUN DE ITA";"SC";2011;69960;28083,11;0,401416666666667;4208005;85840;25307,74;0,294824557315937
"PREF MUN DE ITAARA";"RS";2011;57882;28641,16;0,494819805811824;4310538;58504;47765,13;0,816442123615479
"PREF MUN DE ITABAIANA";"PB";2011;165420;0;0;2506905;63074;58520;0,927799093128706
"PREF MUN DE ITABAIANA";"SE";2011;802200;187413,91;0,233624918972825;2802908;935644;256314,35;0,273944310015348
"PREF MUN DE ITABAIANINHA";"SE";2011;574560;367054,5;0,638844507101086;2803005;977308;303236,83;0,310277650443872
"PREF MUN DE ITABELA";"BA";2011;459240;0;0;2914653;563948;0;0
"PREF MUN DE ITABERA";"SP";2011;280260;130942,75;0,467218832512667;3521705;315480;172030;0,545296056802333
"PREF MUN DE ITABERABA";"BA";2011;690840;0;0;2914703;1350104;141465,2;0,104780965021954
"PREF MUN DE ITABERAI";"GO";2011;286620;27168,37;0,0947888144581676;5210406;393920;165398,72;0,419878960194963
"PREF MUN DE ITABI";"SE";2011;47040;0;0;2803104;73820;0;0
"PREF MUN DE ITABIRA";"MG";2011;876120;161308,86;0,184117312696891;3131703;987240;233246,64;0,236261334629877
"PREF MUN DE ITABIRINHA";"MG";2011;100320;1952,72;0,0194649122807018;3131802;88720;15196,1;0,171281559963931
"PREF MUN DE ITABIRITO";"MG";2011;367860;0;0;3131901;460972;244;0,00052931631422299
"PREF MUN DE ITABORAI";"RJ";2011;2248320;38064,4;0,0169301522914888;3301900;2533840;172587,15;0,0681128840021469
"PREF MUN DE ITABUNA";"BA";2011;2265600;96405,97;0,0425520700918079;2914802;2306552;29224,5;0,0126702107734835
"PREF MUN DE ITACAJA";"TO";2011;38520;2999;0,0778556593977155;1710508;34650;0;0
"PREF MUN DE ITACAMBIRA";"MG";2011;32400;4304,61;0,132858333333333;3132008;25438;3686,62;0,144925701706109
"PREF MUN DE ITACARAMBI";"MG";2011;273780;0;0;3132107;353760;36026,64;0,10183921302578
"PREF MUN DE ITACARE";"BA";2011;396684;129909,14;0,32748772322554;2914901;542836;0;0
"PREF MUN DE ITACOATIARA";"AM";2011;1307400;0;0;1301902;1859940;654578,62;0,35193534200028
"PREF MUN DE ITACURUBA";"PE";2011;107580;28591,44;0,265769102063581;2607406;163012;47347,07;0,290451439157853
"PREF MUN DE ITACURUBI";"RS";2011;27540;4276,67;0,155289397240378;4310553;46668;7777,19;0,166649310019714
"PREF MUN DE ITAETE";"BA";2011;230820;37383,5;0,161959535568842;2915007;507296;45229,5;0,0891580063710339
"PREF MUN DE ITAGI";"BA";2011;160320;26135,77;0,16302251746507;2915106;177500;70833,61;0,399062591549296
"PREF MUN DE ITAGIBA";"BA";2011;224040;31270;0,139573290483842;2915205;262476;56358,96;0,214720431582316
"PREF MUN DE ITAGIMIRIM";"BA";2011;136080;0;0;2915304;139180;0;0
"PREF MUN DE ITAGUACU";"ES";2011;106320;0;0;3202702;145160;55877,97;0,38494054836043
"PREF MUN DE ITAGUACU DA BAHIA";"BA";2011;203700;0;0;2915353;264500;80025;0,302551984877127
"PREF MUN DE ITAGUAI";"RJ";2011;1812240;640750;0,353567960093586;3302007;1779483,6;650326;0,365457709191588
"PREF MUN DE ITAGUAJE";"PR";2011;28920;0;0;4110904;55860;1297;0,023218761188686
"PREF MUN DE ITAGUARA";"MG";2011;58920;5154,44;0,0874820095044128;3132206;79700;52502,31;0,658749184441656
"PREF MUN DE ITAGUARI";"GO";2011;17340;4395,68;0,253499423298731;5210562;12924;0;0
"PREF MUN DE ITAGUARU";"GO";2011;27300;14355,27;0,525834065934066;5210604;31520;10473,85;0,332292195431472
"PREF MUN DE ITAGUATINS";"TO";2011;86580;4297,8;0,0496396396396396;1710706;106380;3099;0,029131415679639
"PREF MUN DE ITAI";"SP";2011;297360;0;0;3521804;379180;193961,39;0,511528535260299
"PREF MUN DE ITAIBA";"PE";2011;688500;55433,43;0,0805133333333333;2607505;589000;0;0
"PREF MUN DE ITAICABA";"CE";2011;86040;0;0;2306207;112732;33235,84;0,294821701025441
"PREF MUN DE ITAINOPOLIS";"PI";2011;184980;0;0;2205003;274440;64349,42;0,234475368022154
"PREF MUN DE ITAIOPOLIS";"SC";2011;153120;34733,94;0,226841300940439;4208104;223276;45436,26;0,203498181622745
"PREF MUN DE ITAIPAVA DO GRAJAU";"MA";NA;NA;NA;NA;2105351;90720;0;0
"PREF MUN DE ITAIPE";"MG";2011;117180;36225,45;0,309143625192012;3132305;133940;20149,22;0,150434672241302
"PREF MUN DE ITAIPULANDIA";"PR";2011;89340;48178,36;0,539269755988359;4110953;135520;24177,03;0,178401933293979
"PREF MUN DE ITAITINGA";"CE";2011;580320;0;0;2306256;726980;97061,83;0,133513755536603
"PREF MUN DE ITAITUBA";"PA";2011;2292240;269087,91;0,117390809862842;1503606;2905800;343144;0,118089338564251
"PREF MUN DE ITAJA";"GO";2011;47280;0;0;5210802;55380;0;0
"PREF MUN DE ITAJA";"RN";2011;86940;0;0;2404853;122360;10293;0,0841206276560968
"PREF MUN DE ITAJAI";"SC";2011;1919580;679120,48;0,353785974015149;4208203;2439252;856999,99;0,351337209111646
"PREF MUN DE ITAJOBI";"SP";2011;158160;0;0;3521903;2e+05;0;0
"PREF MUN DE ITAJU";"SP";NA;NA;NA;NA;3522000;32292;0;0
"PREF MUN DE ITAJU DO COLONIA";"BA";2011;131040;0;0;2915403;156500;1680;0,0107348242811502
"PREF MUN DE ITAJUBA";"MG";2011;475800;78051,46;0,164042580916351;3132404;614820;161564,98;0,262784197000748
"PREF MUN DE ITAJUIPE";"BA";2011;286080;0;0;2915502;287840;58503,5;0,203250069483046
"PREF MUN DE ITALVA";"RJ";2011;90780;0;0;3302056;113620;0;0
"PREF MUN DE ITAMARAJU";"BA";2011;784140;0;0;2915601;1448456;819372,17;0,565686613884026
"PREF MUN DE ITAMARANDIBA";"MG";2011;219300;57089,44;0,26032576379389;3132503;288556;90648,4;0,314144914678607
"PREF MUN DE ITAMARATI";"AM";2011;184260;0;0;1301951;237760;77300;0,325117765814266
"PREF MUN DE ITAMARATI DE MINAS";"MG";2011;45420;36439,98;0,8022892998679;3132602;46660;37735,44;0,80873210458637
"PREF MUN DE ITAMARI";"BA";2011;209220;0;0;2915700;225568,8;59366,9;0,263187550760566
"PREF MUN DE ITAMBACURI";"MG";2011;184560;72516,82;0,392917316861725;3132701;207420;47973,3;0,231285796933758
"PREF MUN DE ITAMBARACA";"PR";2011;66900;21155,97;0,316232735426009;4111001;80400;24499,18;0,304716169154229
"PREF MUN DE ITAMBE";"BA";2011;422160;0;0;2915809;498234;104916,25;0,210576255333839
"PREF MUN DE ITAMBE";"PE";2011;403500;16977,01;0,0420743742255266;2607653;498456;15928,08;0,0319548365352208
"PREF MUN DE ITAMBE";"PR";2011;48000;3971,4;0,0827375;4111100;58720;20640,72;0,351510899182561
"PREF MUN DE ITAMBE DO MATO DENTRO";"MG";2011;6300;0;0;3132800;7320;0;0
"PREF MUN DE ITAMOGI";"MG";2011;73380;39767,62;0,541940855819024;3132909;95320;32005,62;0,335770247587075
"PREF MUN DE ITAMONTE";"MG";2011;109680;33133,94;0,302096462436178;3133006;112943,2;33980,66;0,300865036584761
"PREF MUN DE ITANAGRA";"BA";2011;124740;0;0;2915908;75204;4458,73;0,0592884686984735
"PREF MUN DE ITANHAEM";"SP";2011;1530120;582946,82;0,380981112592476;3522109;2185600;534000;0,244326500732064
"PREF MUN DE ITANHANDU";"MG";2011;100560;26661,23;0,265127585521082;3133105;138520;15361,85;0,110899870054866
"PREF MUN DE ITANHANGA";"MT";2011;63720;6212,5;0,0974968612680477;5104542;60618;1984,08;0,0327308720182124
"PREF MUN DE ITANHEM";"BA";2011;274260;142891,1;0,521005979727266;2916005;277456;129753,46;0,467654186609769
"PREF MUN DE ITANHOMI";"MG";2011;78120;24755,35;0,316888760880696;3133204;124940;26826,1;0,214711861693613
"PREF MUN DE ITAOBIM";"MG";2011;180240;42515,1;0,235880492676431;3133303;247100;53260,2;0,215541076487252
"PREF MUN DE ITAOCA";"SP";2011;63360;24283,01;0,383254577020202;3522158;63820;13509;0,211673456596678
"PREF MUN DE ITAOCARA";"RJ";2011;109980;0;0;3302106;146400;191303,02;1,30671461748634
"PREF MUN DE ITAPACI";"GO";2011;153780;0;0;5210901;203528;0;0
"PREF MUN DE ITAPAGIPE";"MG";2011;91260;28720,1;0,314706333552487;3133402;117635,2;35724,86;0,303691922145752
"PREF MUN DE ITAPAJÉ";"CE";2011;769740;0;0;2306306;827690,4;137881,61;0,166585972242761
"PREF MUN DE ITAPARICA";"BA";2011;409080;0;0;2916104;418492;0;0
"PREF MUN DE ITAPE";"BA";2011;129330;0;0;2916203;194576;42138;0,216563193816298
"PREF MUN DE ITAPEBI";"BA";2011;187200;29419,15;0,157153579059829;2916302;210520;20814,54;0,0988720311609348
"PREF MUN DE ITAPECERICA";"MG";2011;73860;12371,76;0,167502843216897;3133501;86400;31429,92;0,363772222222222
"PREF MUN DE ITAPECERICA DA SERRA";"SP";2011;1048920;0;0;3522208;1356220;306934,99;0,226316519443748
"PREF MUN DE ITAPECURU MIRIM";"MA";2011;918456;0;0;2105401;1420842;235311,7;0,165614262528839
"PREF MUN DE ITAPEJARA DOESTE";"PR";2011;65520;0;0;4111209;132720;26299,52;0,198157926461724
"PREF MUN DE ITAPEMA";"SC";2011;474120;13205;0,027851598751371;4208302;611540;360;0,000588677764332668
"PREF MUN DE ITAPEMIRIM";"ES";2011;353700;47844;0,135267175572519;3202801;326592;60563,4;0,185440549676661
"PREF MUN DE ITAPERUCU";"PR";2011;216180;13222,05;0,0611622259228421;4111258;296732;41852,39;0,141044410444441
"PREF MUN DE ITAPERUNA";"RJ";2011;722160;0;0;3302205;1028964;187949,53;0,182658994872513
"PREF MUN DE ITAPETIM";"PE";2011;129000;0;0;2607703;215140;0;0
"PREF MUN DE ITAPETINGA";"BA";2011;751380;163998,7;0,218263328808326;2916401;952040;166578,76;0,174970337380782
"PREF MUN DE ITAPETININGA";"SP";2011;2226960;0;0;3522307;3136872;230788,38;0,073572775682272
"PREF MUN DE ITAPEVA";"MG";2011;97740;0;0;3133600;129380;0;0
"PREF MUN DE ITAPEVA";"SP";2011;1614780;503279,28;0,311670493813399;3522406;2332688;424550,26;0,182000447552352
"PREF MUN DE ITAPEVI";"SP";2011;1673880;0;0;3522505;2242404;0;0
"PREF MUN DE ITAPICURU";"BA";2011;538620;15000;0,0278489473097917;2916500;509670;81309,94;0,159534483096906
"PREF MUN DE ITAPIPOCA";"CE";2011;2289540;307398,65;0,134262188037772;2306405;3149124;646830,9;0,205400263692379
"PREF MUN DE ITAPIRA";"SP";2011;847800;248888,04;0,293569285208776;3522604;1009040;209665;0,20778660905415
"PREF MUN DE ITAPIRANGA";"AM";NA;NA;NA;NA;1302009;134220;0;0
"PREF MUN DE ITAPIRANGA";"SC";2011;126420;0;0;4208401;153810;129222,86;0,840146024315714
"PREF MUN DE ITAPIRAPUA";"GO";2011;43980;21823,66;0,496217826284675;5211008;50280;15479,9;0,307873906125696
"PREF MUN DE ITAPIRAPUA PAULISTA";"SP";2011;74100;0;0;3522653;73600;1599;0,0217255434782609
"PREF MUN DE ITAPIRATINS";"TO";2011;34140;495;0,0144991212653779;1710904;56160;8313,66;0,148035256410256
"PREF MUN DE ITAPISSUMA";"PE";2011;260760;0;0;2607752;267772;42982,34;0,160518426123717
"PREF MUN DE ITAPITANGA";"BA";2011;158640;35298;0,22250378214826;2916609;282928;60335,02;0,213252205508115
"PREF MUN DE ITAPIUNA";"CE";2011;261840;0;0;2306504;438522;107411;0,244938680385477
"PREF MUN DE ITAPOA";"SC";2011;185340;26970,44;0,145518722348117;4208450;97792;8924,07;0,0912556241819372
"PREF MUN DE ITAPOLIS";"SP";2011;472260;14674,54;0,0310730106297379;3522703;536094;5247;0,00978746264647618
"PREF MUN DE ITAPORA";"MS";2011;90660;27970;0,308515332009707;5004502;121280;62403,31;0,514539165567282
"PREF MUN DE ITAPORA DO TOCANTINS";"TO";2011;20760;3632;0,17495183044316;1711100;22900;3725,6;0,162689956331878
"PREF MUN DE ITAPORANGA";"PB";2011;155280;40267,62;0,259322642967543;2507002;195558;58298,6;0,29811411448266
"PREF MUN DE ITAPORANGA";"SP";2011;207360;71674,02;0,345650173611111;3522802;251660;72907,24;0,289705316697131
"PREF MUN DE ITAPORANGA DAJUDA";"SE";2011;401820;176108,29;0,438276566621871;2803203;446920;144197,6;0,322647453682986
"PREF MUN DE ITAPOROROCA";"PB";2011;189300;38197,09;0,201780718436344;2507101;290456;57182,3;0,196870782493734
"PREF MUN DE ITAPUA DO OESTE";"RO";2011;113220;0;0;1101104;128120;9810;0,076568841710896
"PREF MUN DE ITAPUCA";"RS";2011;15720;4888;0,310941475826972;4310579;15620;9560,6;0,612074263764405
"PREF MUN DE ITAPUI";"SP";2011;186180;0;0;3522901;190912;0;0
"PREF MUN DE ITAPURA";"SP";2011;67380;0;0;3523008;76000;21224,78;0,279273421052632
"PREF MUN DE ITAPURANGA";"GO";2011;138660;39426,15;0,284336867157075;5211206;171480;45849,12;0,267372988103569
"PREF MUN DE ITAQUAQUECETUBA";"SP";NA;NA;NA;NA;3523107;1833732;0;0
"PREF MUN DE ITAQUARA";"BA";2011;108180;42080,05;0,388981789609909;2916708;102200;33804,24;0,330765557729941
"PREF MUN DE ITAQUI";"RS";2011;357360;30578,66;0,0855682225207074;4310603;433252;124235,36;0,286750805535808
"PREF MUN DE ITAQUIRAI";"MS";2011;193080;41818,01;0,216583851253366;5004601;234360;30556,57;0,13038304318143
"PREF MUN DE ITAQUITINGA";"PE";2011;214800;0;0;2607802;252678;0;0
"PREF MUN DE ITARANA";"ES";2011;64920;24577,92;0,378587800369686;3202900;84240;27714,6;0,328995726495727
"PREF MUN DE ITARANTIM";"BA";2011;263340;29850;0,113351560719982;2916807;277700;0;0
"PREF MUN DE ITARARE";"SP";2011;757080;468041,6;0,618219474824325;3523206;893464;615043,43;0,688380762963029
"PREF MUN DE ITAREMA";"CE";2011;678720;224619,15;0,330945235148515;2306553;985412;164986,69;0,167429146387501
"PREF MUN DE ITARIRI";"SP";2011;225540;44183,75;0,195902057284739;3523305;251380;0;0
"PREF MUN DE ITARUMA";"GO";2011;55380;750;0,0135427952329361;5211305;70560;0;0
"PREF MUN DE ITATI";"RS";2011;10140;3472,2;0,342426035502959;4310652;16400;4920,01;0,300000609756098
"PREF MUN DE ITATIAIA";"RJ";2011;361380;0;0;3302254;424840;0;0
"PREF MUN DE ITATIAIUCU";"MG";2011;109500;0;0;3133709;81536;0;0
"PREF MUN DE ITATIBA";"SP";2011;1316160;0;0;3523404;1667508;325019,09;0,19491306188636
"PREF MUN DE ITATIBA DO SUL";"RS";2011;23340;15512;0,664610111396744;4310702;49536;33371,82;0,673688226744186
"PREF MUN DE ITATIM";"BA";2011;306780;18081;0,0589380011734794;2916856;487880;112851,6;0,231310158235632
"PREF MUN DE ITATINGA";"SP";2011;303720;0;0;3523503;279024;154879,85;0,555077161821205
"PREF MUN DE ITATIRA";"CE";2011;374160;109182;0,291805644644003;2306603;574544;154831,47;0,269485835723635
"PREF MUN DE ITATUBA";"PB";2011;99240;30762,6;0,309981862152358;2507200;118470;27419;0,231442559297713
"PREF MUN DE ITAU";"RN";2011;71100;27325;0,384317862165963;2404903;118148;33542;0,283898161627789
"PREF MUN DE ITAU DE MINAS";"MG";2011;161880;67101,17;0,414511798863356;3133758;179740;129725,65;0,721740569711806
"PREF MUN DE ITAUBA";"MT";2011;61920;6148,16;0,0992919896640827;5104559;64242;18146,83;0,282476105974285
"PREF MUN DE ITAUCU";"GO";2011;37440;8355,48;0,223169871794872;5211404;47140;17693,46;0,375338565973695
"PREF MUN DE ITAUEIRA";"PI";2011;135420;12143,25;0,0896710234824989;2205102;114282;0;0
"PREF MUN DE ITAUNA";"MG";2011;431460;21369;0,0495271867612293;3133808;527524,8;73545,1;0,139415436013624
"PREF MUN DE ITAUNA DO SUL";"PR";2011;35040;10685;0,304937214611872;4111308;41460;8002,25;0,193011336227689
"PREF MUN DE ITAVERAVA";"MG";2011;23520;0;0;3133907;21880;8119,12;0,371074954296161
"PREF MUN DE ITINGA";"MG";2011;116580;4675,21;0,0401030193858295;3134004;156760;11201,18;0,0714543250829293
"PREF MUN DE ITINGA DO MARANHAO";"MA";2011;532440;0;0;2105427;830396;231991,4;0,279374418951922
"PREF MUN DE ITIQUIRA";"MT";2011;129360;0;0;5104609;162420;28908,84;0,177988178795715
"PREF MUN DE ITIRAPINA";"SP";2011;137460;0;0;3523602;279360;0;0
"PREF MUN DE ITIRAPUA";"SP";2011;94200;0;0;3523701;84036;19465,48;0,231632633633205
"PREF MUN DE ITIRUCU";"BA";2011;121260;29144,4;0,240346363186541;2916906;233472;12974,9;0,0555736876370614
"PREF MUN DE ITIUBA";"BA";2011;709980;193113,63;0,271998690103947;2917003;1057536;330642,11;0,312653290289881
"PREF MUN DE ITOBI";"SP";2011;89820;0;0;3523800;136900;0;0
"PREF MUN DE ITORORO";"BA";2011;313080;86203,15;0,27533905072186;2917102;306210;0;0
"PREF MUN DE ITU";"SP";2011;2076660;0;0;3523909;2362940;298400;0,126283358866497
"PREF MUN DE ITUACU";"BA";2011;318000;52021,98;0,163591132075472;2917201;299520;40671,32;0,135788327991453
"PREF MUN DE ITUBERA";"BA";2011;535740;0;0;2917300;576708;0;0
"PREF MUN DE ITUETA";"MG";2011;53580;17778,1;0,331804777902202;3134103;68508;0;0
"PREF MUN DE ITUIUTABA";"MG";2011;655680;17713;0,0270147022938019;3134202;870954;216627;0,248723813197942
"PREF MUN DE ITUMBIARA";"GO";2011;772500;100425;0,13;5211503;1410648;419084,06;0,297086204354311
"PREF MUN DE ITUMIRIM";"MG";2011;24780;0;0;3134301;30900;11191,83;0,362195145631068
"PREF MUN DE ITUPEVA";"SP";2011;656580;0;0;3524006;797340;0;0
"PREF MUN DE ITUPIRANGA";"PA";2011;892740;0;0;1503705;1253336;288608,46;0,23027221750592
"PREF MUN DE ITUPORANGA";"SC";2011;141360;56237,8;0,39783389926429;4208500;223722;4083;0,0182503285327326
"PREF MUN DE ITURAMA";"MG";2011;301620;56917,4;0,188705656123599;3134400;355830,4;95411,96;0,268138866156461
"PREF MUN DE ITUTINGA";"MG";2011;18600;6812,12;0,366243010752688;3134509;24480;11111,43;0,453898284313725
"PREF MUN DE ITUVERAVA";"SP";2011;526440;0;0;3524105;624400;0;0
"PREF MUN DE IUIU";"BA";2011;188100;0;0;2917334;364796;56201,21;0,1540620237064
"PREF MUN DE IUNA";"ES";2011;302460;161699,41;0,534614196918601;3203007;365180;911372,58;2,49568043156799
"PREF MUN DE IVAI";"PR";2011;87780;26865,6;0,306056049213944;4111407;91260;27594,94;0,302377164146395
"PREF MUN DE IVAIPORA";"PR";2011;193428;36063,24;0,18644270736398;4111506;330896;40240,34;0,121610234031236
"PREF MUN DE IVATE";"PR";2011;54360;17960,4;0,330397350993378;4111555;67120;59768,83;0,89047720500596
"PREF MUN DE IVATUBA";"PR";2011;20160;0;0;4111605;33240;0;0
"PREF MUN DE IVINHEMA";"MS";2011;116280;41695,05;0,358574561403509;5004700;201460;53780,82;0,266955326119329
"PREF MUN DE IVOLANDIA";"GO";NA;NA;NA;NA;5211602;2160;0;0
"PREF MUN DE IVORA";"RS";2011;9540;0;0;4310751;11860;3911,75;0,329827150084317
"PREF MUN DE IVOTI";"RS";2011;269910;148996,2;0,552021785039458;4310801;310120;229791,08;0,740974719463434
"PREF MUN DE JABOATAO DOS GUARARAPES";"PE";2011;4100700;0;0;2607901;4133376;1633378,21;0,39516806842639
"PREF MUN DE JABORA";"SC";2011;28920;18596,7;0,643039419087137;4208609;41660;20126,96;0,483124339894383
"PREF MUN DE JABORANDI";"BA";2011;106080;0;0;2917359;141156;39229;0,277912380628524
"PREF MUN DE JABORANDI";"SP";2011;96720;0;0;3524204;120380;0;0
"PREF MUN DE JABOTI";"PR";2011;40068;300;0,00748727163821503;4111704;48380;1277,51;0,0264057461761058
"PREF MUN DE JABOTICABA";"RS";2011;29880;12177,5;0,407546854082999;4310850;25074;8827,55;0,352059902688043
"PREF MUN DE JABOTICABAL";"SP";2011;909480;280356,37;0,308260071689317;3524303;1146072;240675,62;0,210000436272765
"PREF MUN DE JABOTICATUBAS";"MG";2011;109500;15430,78;0,140920365296804;3134608;124840;33240,05;0,266261214354374
"PREF MUN DE JACANA";"RN";2011;96960;28878;0,297834158415842;2405009;114660;44413,81;0,387352258852259
"PREF MUN DE JACARACI";"BA";2011;166200;33808,97;0,203423405535499;2917409;269188;104386,21;0,387781810481894
"PREF MUN DE JACARAU";"PB";2011;207540;0;0;2507309;261300;44124,8;0,168866437045542
"PREF MUN DE JACARE DOS HOMENS";"AL";2011;134280;11333,76;0,0844039320822163;2703403;152540;9116,5;0,059764651894585
"PREF MUN DE JACAREACANGA";"PA";2011;610680;0;0;1503754;702666;0;0
"PREF MUN DE JACAREI";"SP";2011;1236240;0;0;3524402;1876828;0;0
"PREF MUN DE JACAREZINHO";"PR";2011;348000;130927,34;0,376227988505747;4111803;557612;446237,53;0,800265291995151
"PREF MUN DE JACI";"SP";2011;70500;0;0;3524501;83640;41142,21;0,491896341463415
"PREF MUN DE JACIARA";"MT";2011;164820;108717,22;0,65961181895401;5104807;256789,6;87716,09;0,341587392947378
"PREF MUN DE JACINTO";"MG";2011;98220;14583,38;0,148476684992873;3134707;117760;116856,3;0,992325917119565
"PREF MUN DE JACINTO MACHADO";"SC";2011;76860;46488;0,604839968774395;4208708;111360;62335;0,559761135057471
"PREF MUN DE JACOBINA";"BA";2011;853320;0;0;2917508;871900;101917,77;0,116891581603395
"PREF MUN DE JACOBINA DO PIAUI";"PI";2011;93180;0;0;2205151;82480;4027,5;0,0488300193986421
"PREF MUN DE JACUI";"MG";2011;55440;16796;0,302958152958153;3134806;62520;15487,87;0,247726647472809
"PREF MUN DE JACUIPE";"AL";2011;128040;8248,2;0,06441893158388;2703502;154760;39906,4;0,257859912121995
"PREF MUN DE JACUIZINHO";"RS";2011;21000;6371,7;0,303414285714286;4310876;19120;7167,53;0,374870815899582
"PREF MUN DE JACUNDA";"PA";2011;1103040;96381,1;0,0873777016246011;1503804;1216071,2;298224,56;0,245236101307226
"PREF MUN DE JACUPIRANGA";"SP";2011;264360;24322,8;0,0920063549704948;3524600;261360;8234,54;0,0315065044383226
"PREF MUN DE JACUTINGA";"MG";2011;191280;28814,25;0,150639115432873;3134905;243340;76413,49;0,314019437823621
"PREF MUN DE JACUTINGA";"RS";2011;22920;0;0;4310900;29160;19302,91;0,66196536351166
"PREF MUN DE JAGUAPITA";"PR";2011;79500;26379,27;0,331814716981132;4111902;117720;50522,87;0,42917830445124
"PREF MUN DE JAGUAQUARA";"BA";2011;613800;160144;0,260905832518736;2917607;867916;68801;0,0792714963199204
"PREF MUN DE JAGUARACU";"MG";2011;32580;0;0;3135001;34200;4314,61;0,126158187134503
"PREF MUN DE JAGUARAO";"RS";2011;177060;15975;0,0902236529989834;4311007;249880;53458,39;0,213936249399712
"PREF MUN DE JAGUARARI";"BA";2011;410220;9976,5;0,0243198771390961;2917706;562896;46282;0,0822212273670447
"PREF MUN DE JAGUARE";"ES";2011;390660;100315,28;0,256784108943839;3203056;571500;129286,95;0,226223884514436
"PREF MUN DE JAGUARETAMA";"CE";2011;257040;98589;0,383555088702148;2306702;276560;77533;0,280347844952271
"PREF MUN DE JAGUARI";"RS";2011;61860;27062,8;0,437484642741675;4311106;115288;43187,39;0,374604382069253
"PREF MUN DE JAGUARIAIVA";"PR";2011;217200;17587,91;0,0809756445672191;4112009;281100;36500,63;0,129849270722163
"PREF MUN DE JAGUARIBARA";"CE";2011;162420;54149,32;0,333390715429134;2306801;215148;75810,82;0,352365906259877
"PREF MUN DE JAGUARIBE";"CE";2011;564420;164257,5;0,291019985117466;2306900;769916;213546;0,277362725284317
"PREF MUN DE JAGUARIPE";"BA";2011;319200;12161;0,0380983709273183;2917805;278520;15881;0,0570192445784863
"PREF MUN DE JAGUARIUNA";"SP";2011;624600;0;0;3524709;773400;0;0
"PREF MUN DE JAGUARUANA";"CE";2011;380580;116908;0,307183772137264;2307007;620144;123585,45;0,19928508539952
"PREF MUN DE JAGUARUNA";"SC";2011;130800;0;0;4208807;161360;27549,86;0,170735374318294
"PREF MUN DE JAIBA";"MG";NA;NA;NA;NA;3135050;274200;990;0,00361050328227571
"PREF MUN DE JAICOS";"PI";2011;198600;0;0;2205201;218500;0;0
"PREF MUN DE JALES";"SP";2011;566640;159380,3;0,28127258929832;3524808;700420;196743,89;0,280894163501899
"PREF MUN DE JAMBEIRO";"SP";2011;93780;0;0;3524907;113880;10076,8;0,0884861257463997
"PREF MUN DE JAMPRUCA";"MG";2011;37020;0;0;3135076;32780;0;0
"PREF MUN DE JANAUBA";"MG";2011;475740;49768,58;0,104612981880859;3135100;793814;0;0
"PREF MUN DE JANDAIA";"GO";2011;57780;0;0;5211701;79760;32238,01;0,404187688064193
"PREF MUN DE JANDAIA DO SUL";"PR";2011;104520;0;0;4112108;136624;0;0
"PREF MUN DE JANDAIRA";"BA";2011;209820;81037,14;0,386222190448956;2917904;235300;85334;0,362660433489163
"PREF MUN DE JANDAIRA";"RN";2011;98220;6092;0,0620240276929342;2405108;108540;0;0
"PREF MUN DE JANDIRA";"SP";2011;1538460;0;0;3525003;987580;0;0
"PREF MUN DE JANDUIS";"RN";2011;80640;23064,53;0,28601847718254;2405207;127120;3724;0,029295154185022
"PREF MUN DE JANGADA";"MT";2011;32340;0;0;5104906;65872;7420,9;0,112656363857178
"PREF MUN DE JANIOPOLIS";"PR";2011;49440;17239;0,348685275080906;4112207;67780;20668,86;0,304940395396872
