"Entidade Executora";"UF";"ANO";"Valor Transferido";"Valor aquisições da agricultura familiar";"Percentual.x";"Código IBGE";"Valor transferido";"Valor aquisições agricultura familiar";"Percentual.y"
"PREF MUN DE CACHOEIRA PAULISTA";"SP";2011;420180;6197,2;0,0147489171307535;3508603;489960;0;0
"PREF MUN DE CACHOEIRAS DE MACACU";"RJ";2011;513960;143849;0,27988364853296;3300803;719580;88155,5;0,122509658411851
"PREF MUN DE CACHOEIRINHA";"PE";2011;137400;0;0;2603108;262604;0;0
"PREF MUN DE CACHOEIRINHA";"RS";2011;1927920;547675,25;0,284075713722561;4303103;2076644;710993,36;0,342376141505236
"PREF MUN DE CACHOEIRINHA";"TO";2011;6156;0;0;1703826;10730;0;0
"PREF MUN DE CACHOEIRO DE ITAPEMIRIM";"ES";2011;1625520;1365621,83;0,840113828190364;3201209;2339008;772820,4;0,330405197417025
"PREF MUN DE CACIMBA DE AREIA";"PB";2011;45660;0;0;2503407;18424;0;0
"PREF MUN DE CACIMBA DE DENTRO";"PB";2011;224040;39085,95;0,174459694697375;2503506;322616;31738;0,0983770178788405
"PREF MUN DE CACIMBAS";"PB";2011;148020;0;0;2503555;150048;0;0
"PREF MUN DE CACIMBINHAS";"AL";2011;170460;42640,86;0,250151707145371;2701209;227664;25225,7;0,110802322721203
"PREF MUN DE CACIQUE DOBLE";"RS";2011;28200;14506,6;0,514418439716312;4303202;41480;23070,72;0,556189006750241
"PREF MUN DE CACOAL";"RO";2011;512340;112455,33;0,21949355896475;1100049;869360;384499,01;0,442278239164443
"PREF MUN DE CACONDE";"SP";2011;251280;8207,25;0,0326617717287488;3508702;300400;12134,32;0,0403938748335553
"PREF MUN DE CACU";"GO";2011;92280;8446,96;0,0915361941915908;5204300;110336;10953,25;0,0992717698665893
"PREF MUN DE CACULE";"BA";2011;263700;88575,9;0,335896473265074;2905008;278060;103486,88;0,372174638567216
"PREF MUN DE CAEM";"BA";2011;173280;53549,37;0,309033760387812;2905107;188060;53960;0,286929703286185
"PREF MUN DE CAETANOPOLIS";"MG";2011;92928;47125,14;0,507114540289256;3109907;101900;55802,3;0,547618253189401
"PREF MUN DE CAETANOS";"BA";NA;NA;NA;NA;2905156;139040;0;0
"PREF MUN DE CAETE";"MG";2011;309720;0;0;3110004;369036;75707,7;0,205149904074399
"PREF MUN DE CAETES";"PE";2011;385500;0;0;2603207;839504;33355,94;0,0397329137204826
"PREF MUN DE CAETITE";"BA";2011;547380;217592;0,397515437173444;2905206;977868;270032,6;0,276144223964789
"PREF MUN DE CAFARNAUM";"BA";2011;261360;0;0;2905305;248256;84823,8;0,341678750966744
"PREF MUN DE CAFEARA";"PR";2011;26640;8765,5;0,329035285285285;4103404;36960;11883,03;0,321510551948052
"PREF MUN DE CAFELANDIA";"PR";2011;127500;64348,07;0,504690745098039;4103453;219160;109052,57;0,497593402080672
"PREF MUN DE CAFELANDIA";"SP";2011;237600;9480,45;0,0399008838383838;3508801;253220;111547,41;0,440515796540558
"PREF MUN DE CAFEZAL DO SUL";"PR";2011;29280;0;0;4103479;36720;4415,92;0,120259259259259
"PREF MUN DE CAIABU";"SP";NA;NA;NA;NA;3508900;57888;0;0
"PREF MUN DE CAIANA";"MG";2011;41340;1278,61;0,0309291243347847;3110103;50080;7538,09;0,150520966453674
"PREF MUN DE CAIAPONIA";"GO";2011;104100;15328,56;0,147248414985591;5204409;102780;36253,2;0,352726211325161
"PREF MUN DE CAIBATE";"RS";2011;16800;5398,8;0,321357142857143;4303301;26180;8819,62;0,336883880825057
"PREF MUN DE CAIBI";"SC";2011;40320;13510,15;0,33507316468254;4203105;52440;30507,85;0,581766781083143
"PREF MUN DE CAICARA";"PB";2011;115860;50230,56;0,433545313309166;2503605;176440;9780;0,0554296077986851
"PREF MUN DE CAICARA";"RS";2011;20760;0;0;4303400;23360;6979,7;0,29878852739726
"PREF MUN DE CAICARA DO NORTE";"RN";NA;NA;NA;NA;2401859;54090;0;0
"PREF MUN DE CAICARA DO RIO DO VENTO";"RN";NA;NA;NA;NA;2401909;20448;0;0
"PREF MUN DE CAICO";"RN";2011;728940;0;0;2402006;750788;85467,84;0,11383751471787
"PREF MUN DE CAIEIRAS";"SP";2011;1356240;0;0;3509007;1611424;0;0
"PREF MUN DE CAIRU";"BA";2011;346980;0;0;2905404;387760;82582,17;0,212972379822571
"PREF MUN DE CAIUA";"SP";2011;70560;21356,17;0,302666808390023;3509106;70406;27742,84;0,394040848791296
"PREF MUN DE CAJAMAR";"SP";2011;1144920;0;0;3509205;1392690,8;153629,16;0,110311032427298
"PREF MUN DE CAJAPIO";"MA";NA;NA;NA;NA;2102408;88860;0;0
"PREF MUN DE CAJARI";"MA";2011;410160;0;0;2102507;648830,8;0;0
"PREF MUN DE CAJATI";"SP";2011;470640;157558,94;0,334775922148564;3509254;557796;200701,37;0,359811418511427
"PREF MUN DE CAJAZEIRAS";"PB";2011;499020;130898,5;0,262311129814436;2503704;695611,2;89012;0,127962286978703
"PREF MUN DE CAJAZEIRAS DO PIAUI";"PI";2011;55080;0;0;2202075;69252;0;0
"PREF MUN DE CAJAZEIRINHAS";"PB";2011;56820;4607,2;0,0810841253079901;2503753;60552;12197,2;0,201433478662967
"PREF MUN DE CAJOBI";"SP";2011;132120;0;0;3509304;157500;31870,79;0,202354222222222
"PREF MUN DE CAJUEIRO";"AL";2011;469896;9550,5;0,0203247101486286;2701308;693492;40066,1;0,0577744227763262
"PREF MUN DE CAJUEIRO DA PRAIA";"PI";2011;96780;0;0;2202083;111000;0;0
"PREF MUN DE CAJURI";"MG";2011;33000;10498,1;0,318124242424242;3110202;45520;10307,28;0,226434094903339
"PREF MUN DE CAJURU";"SP";2011;333720;0;0;3509403;395320;0;0
"PREF MUN DE CALCADO";"PE";2011;144420;0;0;2603306;184680;22948,92;0,124263157894737
"PREF MUN DE CALCOENE";"AP";2011;40080;0;0;1600204;111584;34637,22;0,310413858617723
"PREF MUN DE CALDAS";"MG";2011;76200;48377,47;0,634874934383202;3110301;96480;43418,5;0,450025912106136
"PREF MUN DE CALDAS BRANDAO";"PB";2011;54000;5079,3;0,0940611111111111;2503803;83340;2485;0,0298176145908327
"PREF MUN DE CALDAS NOVAS";"GO";2011;574380;2773,65;0,00482894599394129;5204508;720540;118025,5;0,163801454464707
"PREF MUN DE CALDAZINHA";"GO";2011;22800;0;0;5204557;26480;0;0
"PREF MUN DE CALDEIRAO GRANDE";"BA";2011;270600;0;0;2905503;280300;0;0
"PREF MUN DE CALDEIRAO GRANDE DO PIAUI";"PI";2011;93000;16632;0,178838709677419;2202091;124552;31325;0,251501380949322
"PREF MUN DE CALIFORNIA";"PR";2011;59040;0;0;4103503;91780;16273,6;0,177310960993681
"PREF MUN DE CALMON";"SC";2011;46440;0;0;4203154;56220;5299;0,0942547136250445
"PREF MUN DE CALUMBI";"PE";2011;74520;13725,25;0,184182098765432;2603405;97164;34343,8;0,353462187641513
"PREF MUN DE CAMACAN";"BA";2011;390780;16923,07;0,0433058754286299;2905602;425238;125069,68;0,294116894539058
"PREF MUN DE CAMACARI";"BA";2011;3311400;502400;0,151718306456484;2905701;3076434;487573;0,158486416415889
"PREF MUN DE CAMACHO";"MG";2011;18180;0;0;3110400;16280;2662,5;0,163544226044226
"PREF MUN DE CAMALAU";"PB";2011;67680;7446,8;0,110029550827423;2503902;108040;25715,28;0,238016290262866
"PREF MUN DE CAMAMU";"BA";2011;697260;0;0;2905800;779960;0;0
"PREF MUN DE CAMANDUCAIA";"MG";2011;193200;96717,6;0,500608695652174;3110509;230120;110472,81;0,480066095949939
"PREF MUN DE CAMAPUA";"MS";2011;104220;0;0;5002605;115080;7050;0,0612617309697602
"PREF MUN DE CAMAQUA";"RS";2011;456780;149644,01;0,327606309383073;4303509;505240;107626,36;0,213020267595598
"PREF MUN DE CAMARAGIBE";"PE";2011;922140;0;0;2603454;766380;326287,46;0,425751533181972
"PREF MUN DE CAMARGO";"RS";2011;34140;12750,3;0,373471001757469;4303558;50592;20721,85;0,409587484187223
"PREF MUN DE CAMBARA";"PR";2011;126900;0;0;4103602;178840;54134;0,302695146499665
"PREF MUN DE CAMBARA DO SUL";"RS";2011;45480;16575,47;0,364456244503078;4303608;70620;7559,26;0,10704134806004
"PREF MUN DE CAMBE";"PR";2011;513360;0;0;4103701;734044;48946,72;0,0666809074115448
"PREF MUN DE CAMBIRA";"PR";2011;54600;0;0;4103800;87860;25102,7;0,285712497154564
"PREF MUN DE CAMBORIU";"SC";2011;714480;0;0;4203204;991900;301216,58;0,303676358503881
"PREF MUN DE CAMBUCI";"RJ";2011;95742;0;0;3300902;149620;0;0
"PREF MUN DE CAMBUI";"MG";2011;179700;0;0;3110608;261360;48091,03;0,18400302265075
"PREF MUN DE CAMBUQUIRA";"MG";2011;96780;36545,4;0,377613143211407;3110707;132000;47472,34;0,359638939393939
"PREF MUN DE CAMETA";"PA";NA;NA;NA;NA;1502103;4537806,8;1855768,24;0,408957084730888
"PREF MUN DE CAMOCIM";"CE";2011;884760;31674,15;0,0357997083954971;2302602;1089032;186411,2;0,171171462362906
"PREF MUN DE CAMOCIM DE SAO FELIX";"PE";NA;NA;NA;NA;2603504;111740;36062,75;0,322738052622159
"PREF MUN DE CAMPANARIO";"MG";2011;45660;3051,85;0,0668385895751205;3110806;45980;2170,8;0,04721183123097
"PREF MUN DE CAMPANHA";"MG";2011;88500;0;0;3110905;149660;97383,52;0,65069838300147
"PREF MUN DE CAMPESTRE";"AL";2011;112920;0;0;2701357;175960;0;0
"PREF MUN DE CAMPESTRE";"MG";2011;156660;49422,85;0,315478424613813;3111002;179800;48558,8;0,270071190211346
"PREF MUN DE CAMPESTRE DA SERRA";"RS";2011;20760;2739;0,131936416184971;4303673;20020;2072,2;0,103506493506493
"PREF MUN DE CAMPESTRE DE GOIAS";"GO";2011;35640;0;0;5204607;12450;514,5;0,0413253012048193
"PREF MUN DE CAMPESTRE DO MARANHAO";"MA";NA;NA;NA;NA;2102556;235400;63558;0,27
"PREF MUN DE CAMPINA DA LAGOA";"PR";2011;127680;41682,88;0,32646365914787;4103909;204376;752;0,00367949269972991
"PREF MUN DE CAMPINA DAS MISSOES";"RS";2011;68220;14030;0,205658164761067;4303707;88448;39519,63;0,446812025144718
"PREF MUN DE CAMPINA DO MONTE ALEGRE";"SP";2011;96120;3975,65;0,0413613191843529;3509452;106920;33397,73;0,312361859334082
"PREF MUN DE CAMPINA DO SIMAO";"PR";2011;36480;0;0;4103958;37440;19933,74;0,532418269230769
"PREF MUN DE CAMPINA GRANDE";"PB";2011;2546880;0;0;2504009;2783463,2;0;0
"PREF MUN DE CAMPINA GRANDE DO SUL";"PR";2011;311880;69739,09;0,223608727715788;4104006;393880;123795,23;0,314296816289225
"PREF MUN DE CAMPINA VERDE";"MG";2011;80460;0;0;3111101;96240;860;0,00893599334995844
"PREF MUN DE CAMPINACU";"GO";2011;35820;8085,52;0,225726409826912;5204656;41180;350;0,00849927149101506
"PREF MUN DE CAMPINAPOLIS";"MT";2011;265860;258199,43;0,971185699240202;5102603;274158;0;0
"PREF MUN DE CAMPINAS";"SP";2011;15360480;0;0;3509502;17410626;6667211,15;0,382939197591172
"PREF MUN DE CAMPINAS DO PIAUI";"PI";2011;92280;33937,38;0,367765279583875;2202109;102560;16641,7;0,162263065522621
"PREF MUN DE CAMPINAS DO SUL";"RS";2011;31680;21107,45;0,666270517676768;4303806;57344;25476;0,444266183035714
"PREF MUN DE CAMPINORTE";"GO";2011;78060;22604,65;0,289580450935178;5204706;78440;25050,9;0,319363844977053
"PREF MUN DE CAMPO ALEGRE";"AL";2011;570480;19057,7;0,0334064296732576;2701407;569220;0;0
"PREF MUN DE CAMPO ALEGRE";"SC";2011;88020;32758,65;0,372172801635992;4203303;138740;140602,36;1,01342338186536
"PREF MUN DE CAMPO ALEGRE DE GOIAS";"GO";2011;53820;10164,11;0,188853771832033;5204805;79480;11222,5;0,1411990437846
"PREF MUN DE CAMPO ALEGRE DE LOURDES";"BA";2011;449340;135428,8;0,301394934793252;2905909;507820;208956,15;0,411476802804143
"PREF MUN DE CAMPO ALEGRE DO FIDALGO";"PI";2011;117180;0;0;2202117;86292;0;0
"PREF MUN DE CAMPO AZUL";"MG";2011;49020;5097,6;0,103990208078335;3111150;31788;4976,26;0,156545237196426
"PREF MUN DE CAMPO BELO";"MG";2011;283740;112494,11;0,396468985691126;3111200;395440;183601,93;0,464297820149707
"PREF MUN DE CAMPO BELO DO SUL";"SC";2011;57300;0;0;4203402;107920;7410,35;0,0686652149740549
"PREF MUN DE CAMPO BOM";"RS";2011;599880;204837,6;0,341464292858572;4303905;893180;273335,36;0,30602494458004
"PREF MUN DE CAMPO BONITO";"PR";2011;35280;13499,94;0,382651360544218;4104055;47820;19016,65;0,39767147636972
"PREF MUN DE CAMPO DO BRITO";"SE";2011;199920;46364,38;0,231914665866347;2801009;248500;65421,61;0,263266036217304
"PREF MUN DE CAMPO DO MEIO";"MG";2011;82020;0;0;3111309;143376;5738,66;0,040025248298181
"PREF MUN DE CAMPO DO TENENTE";"PR";2011;53460;31546,9;0,590102880658436;4104105;86060;28024,45;0,325638508017662
"PREF MUN DE CAMPO ERE";"SC";2011;63240;30724,37;0,485837602783049;4203501;101780;34584,5;0,339796620161132
"PREF MUN DE CAMPO FLORIDO";"MG";2011;63300;0;0;3111408;93420;4477,53;0,0479290301862556
"PREF MUN DE CAMPO FORMOSO";"BA";2011;1266720;380150,26;0,300105990274094;2906006;2050572;590868,51;0,288148141104043
"PREF MUN DE CAMPO GRANDE";"AL";2011;230100;42199,83;0,18339778357236;2701506;339564;53872,8;0,158652860727286
"PREF MUN DE CAMPO GRANDE";"MS";2011;6991260;783000;0,111996979085315;5002704;9631488;1731307,5;0,179754935062993
"PREF MUN DE CAMPO GRANDE";"RN";2011;109860;0;0;2401305;235092;0;0
"PREF MUN DE CAMPO GRANDE DO PIAUI";"PI";2011;74820;20901,27;0,279354049719326;2202133;149756;44455,4;0,296852212933038
"PREF MUN DE CAMPO LARGO";"PR";2011;894360;207531,8;0,232045037792388;4104204;1179092;204943,18;0,173814409732235
"PREF MUN DE CAMPO LARGO DO PIAUI";"PI";2011;125580;0;0;2202174;229196;0;0
"PREF MUN DE CAMPO LIMPO DE GOIÁS";"GO";2011;71760;0;0;5204854;107000;0;0
"PREF MUN DE CAMPO LIMPO PAULISTA";"SP";2011;1133520;0;0;3509601;1388332;415272;0,299115773460527
"PREF MUN DE CAMPO MAGRO";"PR";2011;219720;35137,31;0,159918578190424;4104253;277960;54382,51;0,195648690459059
"PREF MUN DE CAMPO MAIOR";"PI";NA;NA;NA;NA;2202208;509028;0;0
"PREF MUN DE CAMPO MOURAO";"PR";2011;676320;153093,48;0,22636249112846;4104303;1040476;227189,73;0,21835172555638
"PREF MUN DE CAMPO NOVO";"RS";2011;39720;0;0;4304002;56444;15185,47;0,269036035716817
"PREF MUN DE CAMPO NOVO DE RONDONIA";"RO";2011;146100;42425,56;0,2903871321013;1100700;154100;91221,8;0,591964957819598
"PREF MUN DE CAMPO NOVO DO PARECIS";"MT";2011;397860;432,1;0,00108606042326446;5102637;578740;49066,13;0,0847809551784912
"PREF MUN DE CAMPO REDONDO";"RN";2011;89220;13015;0,145875364268101;2402105;100420;30557,55;0,30429745070703
"PREF MUN DE CAMPO VERDE";"MT";2011;302100;103894,59;0,343907944389275;5102678;448400;135053,01;0,301188693131133
"PREF MUN DE CAMPOS ALTOS";"MG";2011;121440;2954,87;0,0243319334650856;3111507;168180;22040,48;0,131052919491022
"PREF MUN DE CAMPOS BELOS";"GO";2011;227580;0;0;5204904;324820;0;0
"PREF MUN DE CAMPOS BORGES";"RS";2011;28458;14558,35;0,511573195586478;4304101;30260;12518,16;0,413686715135492
"PREF MUN DE CAMPOS DE JULIO";"MT";2011;70620;376,5;0,00533135089209856;5102686;84560;14408,5;0,170393803216651
"PREF MUN DE CAMPOS DO JORDAO";"SP";2011;829260;0;0;3509700;290658;292197,76;1,00529749740245
"PREF MUN DE CAMPOS DOS GOYTACAZES";"RJ";2011;4920900;42580;0,00865288869922169;3301009;5909964;1231977,1;0,20845763189082
"PREF MUN DE CAMPOS GERAIS";"MG";2011;157200;0;0;3111606;208480;0;0
"PREF MUN DE CAMPOS LINDOS";"TO";2011;99180;4043,9;0,0407733413994757;1703842;107020;18503,68;0,172899271164268
"PREF MUN DE CAMPOS NOVOS";"SC";2011;223320;78816,51;0,35293081676518;4203600;398640;48000;0,120409391932571
"PREF MUN DE CAMPOS NOVOS PAULISTA";"SP";2011;76020;1631,53;0,0214618521441726;3509809;24954;6818,19;0,273230343832652
"PREF MUN DE CAMPOS SALES";"CE";2011;432360;0;0;2302701;570924,8;0;0
"PREF MUN DE CAMPOS VERDES";"GO";2011;39960;0;0;5204953;79592;17555,5;0,22056865011559
"PREF MUN DE CAMUTANGA";"PE";2011;105840;0;0;2603603;68784;0;0
"PREF MUN DE CANA VERDE";"MG";2011;28860;0;0;3111903;35420;13001,8;0,367075098814229
"PREF MUN DE CANAA";"MG";2011;19800;5985,07;0,302276262626263;3111705;24540;7470,71;0,304429910350448
"PREF MUN DE CANAA DOS CARAJAS";"PA";2011;377430;0;0;1502152;193104;0;0
"PREF MUN DE CANABRAVA DO NORTE";"MT";2011;48840;0;0;5102694;31612;0;0
"PREF MUN DE CANANEIA";"SP";2011;195780;7940;0,04055572581469;3509908;173320;81356,56;0,469400876990538
"PREF MUN DE CANAPI";"AL";2011;386400;0;0;2701605;413980;0;0
"PREF MUN DE CANAPOLIS";"BA";2011;160260;0;0;2906105;167160;15429,67;0,0923047977985164
"PREF MUN DE CANAPOLIS";"MG";2011;72960;0;0;3111804;96160;0;0
"PREF MUN DE CANARANA";"BA";2011;383100;0;0;2906204;412520;148077,84;0,358959177736837
"PREF MUN DE CANARANA";"MT";2011;164700;45231,7;0,274630843958713;5102702;202160;3992,3;0,0197482192322913
"PREF MUN DE CANAS";"SP";2011;71496;0;0;3509957;76392;4031,5;0,0527738506649911
"PREF MUN DE CANAVIEIRA";"PI";2011;71496;20286;0,283736153071501;2202251;138924;0;0
"PREF MUN DE CANAVIEIRAS";"BA";2011;409320;55972,31;0,136744625232092;2906303;378620;0;0
"PREF MUN DE CANDEAL";"BA";NA;NA;NA;NA;2906402;47928;0;0
"PREF MUN DE CANDEIAS";"BA";2011;1599060;0;0;2906501;1482432;0;0
"PREF MUN DE CANDEIAS";"MG";2011;79560;15184,73;0,190858848667672;3112000;98740;21278,77;0,215503038282358
"PREF MUN DE CANDEIAS DO JAMARI";"RO";NA;NA;NA;NA;1100809;247932;0;0
"PREF MUN DE CANDELARIA";"RS";2011;134340;51159,9;0,380824028584189;4304200;187420;62824,4;0,33520648810159
"PREF MUN DE CANDIBA";"BA";2011;135780;0;0;2906600;206964;4932,9;0,0238345799269438
"PREF MUN DE CANDIDO DE ABREU";"PR";2011;122640;27441,6;0,223757338551859;4104402;133580;14968,65;0,112057568498278
"PREF MUN DE CANDIDO GODOI";"RS";2011;76800;33604,93;0,437564192708333;4304309;98384;28463,22;0,28930740770857
"PREF MUN DE CANDIDO MENDES";"MA";NA;NA;NA;NA;2102606;515888;115654,8;0,224185869801197
"PREF MUN DE CANDIDO MOTA";"SP";2011;446460;0;0;3510005;540400;0;0
"PREF MUN DE CANDIDO RODRIGUES";"SP";2011;38100;0;0;3510104;41562;0;0
"PREF MUN DE CANDIDO SALES";"BA";2011;485160;56115,4;0,115663698573666;2906709;623478;232389,55;0,372730954420204
"PREF MUN DE CANDIOTA";"RS";2011;41160;0;0;4304358;66932;16100,72;0,240553397478037
"PREF MUN DE CANDOI";"PR";2011;126720;39539,24;0,312020517676768;4104428;138220;45935,02;0,33233265808132
"PREF MUN DE CANELA";"RS";2011;290400;97752,46;0,336613154269972;4304408;407326;149668,45;0,367441435115853
"PREF MUN DE CANELINHA";"SC";2011;67800;31191,75;0,460055309734513;4203709;120220;62967;0,523764764598237
"PREF MUN DE CANGUARETAMA";"RN";2011;493620;0;0;2402204;359820;110642,5;0,307494024790173
"PREF MUN DE CANGUCU";"RS";2011;498960;222008,76;0,444943001443001;4304507;888804;281687,45;0,316928647935878
"PREF MUN DE CANHOBA";"SE";NA;NA;NA;NA;2801108;56176;0;0
"PREF MUN DE CANHOTINHO";"PE";2011;282600;0;0;2603702;494124;0;0
"PREF MUN DE CANINDE";"CE";2011;1363860;98645,98;0,0723285234554866;2302800;1774012;0;0
"PREF MUN DE CANINDE DE SAO FRANCISCO";"SE";2011;482100;0;0;2801207;813960;0;0
"PREF MUN DE CANITAR";"SP";2011;85800;0;0;3510153;103820;0;0
"PREF MUN DE CANOAS";"RS";2011;3229380;0;0;4304606;2259924;0;0
"PREF MUN DE CANOINHAS";"SC";2011;441900;307823,72;0,696591355510296;4203808;566836;326070,78;0,575247126152891
"PREF MUN DE CANSANCAO";"BA";2011;600180;1080;0,00179946016195141;2906808;954080;101059,72;0,105923738051316
"PREF MUN DE CANTA";"RR";NA;NA;NA;NA;1400175;180860;0;0
"PREF MUN DE CANTAGALO";"MG";2011;34560;0;0;3112059;36940;0;0
"PREF MUN DE CANTAGALO";"PR";2011;118320;0;0;4104451;224880;76434,42;0,339889807897545
"PREF MUN DE CANTAGALO";"RJ";2011;160440;0;0;3301108;188348;0;0
"PREF MUN DE CANTANHEDE";"MA";2011;500460;0;0;2102705;803466,8;461735,99;0,574679613395351
"PREF MUN DE CANTO DO BURITI";"PI";2011;127560;20379,99;0,159767873941675;2202307;191936;0;0
"PREF MUN DE CANUDOS";"BA";2011;184410;0;0;2906824;200754;55408,5;0,276001972563436
"PREF MUN DE CANUDOS DO VALE";"RS";2011;9360;3368,5;0,359882478632479;4304614;11500;6145,85;0,534421739130435
"PREF MUN DE CANUTAMA";"AM";2011;68310;20493;0,3;1300904;188160;67384,8;0,358125
"PREF MUN DE CAPANEMA";"PA";2011;1503540;493913,7;0,328500538728601;1502202;1629496;739643,82;0,453909564675212
"PREF MUN DE CAPANEMA";"PR";2011;120540;106100,33;0,880208478513357;4104501;183920;104501,95;0,56819242061766
"PREF MUN DE CAPAO ALTO";"SC";2011;27972;0;0;4203253;40126,4;2701,4;0,067322261653176
"PREF MUN DE CAPAO BONITO";"SP";2011;756180;214532,8;0,283705995926896;3510203;881840;483114,19;0,547847897577792
"PREF MUN DE CAPAO BONITO DO SUL";"RS";2011;22500;10320,44;0,458686222222222;4304622;22120;21483,05;0,9712047920434
"PREF MUN DE CAPAO DA CANOA";"RS";2011;515100;174450,72;0,338673500291206;4304630;700320;209611,09;0,29930758795979
"PREF MUN DE CAPÃO DO CIPÓ";"RS";2011;21840;517,75;0,0237065018315018;4304655;24020;11182,9;0,465566194837635
"PREF MUN DE CAPAO DO LEAO";"RS";2011;235620;98903,12;0,419756896698073;4304663;199840;100690,83;0,503857235788631
"PREF MUN DE CAPARAO";"MG";2011;47340;0;0;3112109;49460;34886,17;0,705341083704003
"PREF MUN DE CAPELA";"AL";2011;326520;84687,42;0,259363653068725;2701704;514660;139696,64;0,271434811331753
"PREF MUN DE CAPELA";"SE";2011;326862;0;0;2801306;336652;28553,09;0,0848148533203427
"PREF MUN DE CAPELA DE SANTANA";"RS";2011;107460;32433,46;0,301818909361623;4304689;124180;47305,83;0,380945643420841
"PREF MUN DE CAPELA DO ALTO";"SP";2011;266040;53643,4;0,201636596000601;3510302;297040;89122,66;0,300035887422569
"PREF MUN DE CAPELA DO ALTO ALEGRE";"BA";NA;NA;NA;NA;2906857;182212;45397,65;0,249147421684631
"PREF MUN DE CAPELA NOVA";"MG";2011;25800;7823;0,303217054263566;3112208;28940;12210,55;0,421926399447132
"PREF MUN DE CAPELINHA";"MG";2011;172020;2763,7;0,0160661550982444;3112307;216660;93047;0,42946090648943
"PREF MUN DE CAPETINGA";"MG";2011;48840;8383,29;0,171648034398034;3112406;55120;0;0
"PREF MUN DE CAPIM";"PB";NA;NA;NA;NA;2504033;133240;25610,7;0,192214800360252
"PREF MUN DE CAPIM BRANCO";"MG";2011;64020;0;0;3112505;60120;10049,58;0,167158682634731
"PREF MUN DE CAPIM GROSSO";"BA";2011;386820;99709,35;0,25776679075539;2906873;480676;93728,4;0,194992885020263
"PREF MUN DE CAPINOPOLIS";"MG";2011;92700;0;0;3112604;116840;66088;0,565628209517289
"PREF MUN DE CAPINZAL";"SC";2011;150660;45526,2;0,302178414974114;4203907;386852;154897,6;0,400405322965889
"PREF MUN DE CAPINZAL DO NORTE";"MA";NA;NA;NA;NA;2102754;175296;62730,6;0,357855284775465
"PREF MUN DE CAPISTRANO";"CE";2011;324240;141891,1;0,437611337281026;2302909;423548;232910;0,549902254289951
"PREF MUN DE CAPITAO";"RS";2011;41400;0;0;4304697;60260;15053,75;0,249813308994358
"PREF MUN DE CAPITAO ANDRADE";"MG";2011;37680;6677,25;0,177209394904459;3112653;40688;25745,26;0,632748230436492
"PREF MUN DE CAPITAO DE CAMPOS";"PI";2011;183600;0;0;2202406;268608;0;0
"PREF MUN DE CAPITAO ENEAS";"MG";2011;128580;20618,98;0,160359153834189;3112703;205364;54361,96;0,26471027054401
"PREF MUN DE CAPITAO GERVASIO OLIVEIRA";"PI";NA;NA;NA;NA;2202455;81684;0;0
"PREF MUN DE CAPITAO LEONIDAS MARQUES";"PR";2011;93900;25598,92;0,272618956336528;4104600;109400;61467,15;0,561856946983547
"PREF MUN DE CAPITAO POCO";"PA";2011;668220;59180;0,0885636467031816;1502301;1399316;455058;0,325200312152509
"PREF MUN DE CAPITOLIO";"MG";2011;41400;29818,64;0,720257004830918;3112802;48592;34057,61;0,70088924102733
"PREF MUN DE CAPIVARI";"SP";2011;677460;80368,13;0,118631550202226;3510401;909760;40767,5;0,0448112689060851
"PREF MUN DE CAPIVARI DE BAIXO";"SC";2011;175680;50904;0,289754098360656;4203956;265680;80382,65;0,302554388738332
"PREF MUN DE CAPIVARI DO SUL";"RS";2011;32760;0;0;4304671;44100;9239,59;0,209514512471655
"PREF MUN DE CAPIXABA";"AC";2011;111060;0;0;1200179;92484;0;0
"PREF MUN DE CAPOEIRAS";"PE";2011;306600;0;0;2603801;211632;0;0
"PREF MUN DE CAPUTIRA";"MG";2011;65700;22719,15;0,345801369863014;3112901;70540;26362,07;0,373718032322087
"PREF MUN DE CARAA";"RS";2011;38940;13197,4;0,338916281458654;4304713;53540;17322,75;0,323547814717968
"PREF MUN DE CARACARAI";"RR";2011;181800;0;0;1400209;228420;0;0
"PREF MUN DE CARACOL";"MS";2011;59520;0;0;5002803;74600;0;0
"PREF MUN DE CARACOL";"PI";2011;137520;0;0;2202505;372560;0;0
"PREF MUN DE CARAGUATATUBA";"SP";2011;1701300;20207,09;0,0118774407805796;3510500;2178420;558527,92;0,256391292771825
"PREF MUN DE CARAI";"MG";2011;221400;45882,75;0,207239159891599;3113008;249048;80840,31;0,324597306543317
"PREF MUN DE CARAIBAS";"BA";NA;NA;NA;NA;2906899;15788;0;0
"PREF MUN DE CARAMBEI";"PR";2011;165900;8953,6;0,0539698613622664;4104659;270380;8070;0,0298468821658407
"PREF MUN DE CARANAIBA";"MG";2011;21900;1160,1;0,052972602739726;3113107;19278;0;0
"PREF MUN DE CARANDAI";"MG";2011;201780;6805,6;0,0337278223808108;3113206;232820;43744,33;0,187889055923031
"PREF MUN DE CARANGOLA";"MG";2011;141720;37753,62;0,266395850973751;3113305;136068;521,7;0,00383411235558691
"PREF MUN DE CARAPEBUS";"RJ";2011;108576;14263;0,131364205717654;3300936;166580;16029,41;0,096226497778845
"PREF MUN DE CARAPICUIBA";"SP";2011;1233060;51000;0,0413605177363632;3510609;877832;766298,73;0,872944629496304
"PREF MUN DE CARATINGA";"MG";2011;440580;137775,5;0,31271392255663;3113404;598664;187505;0,313205738110192
